tconst,averagerating,numvotes,directors,writers
tt7526492,8.2,93,nm0300174,nm0300175
tt7533152,7.6,10725,nm0252230,"nm0252230,nm3919523,nm9357188"
tt7533756,7.0,200,nm1302411,nm1058356
tt7542576,5.8,1054,nm0900284,nm0900284
tt7553526,8.3,13,nm9371371,"nm9371371,nm9371387"
tt7558166,5.6,85,nm4309739,nm4309739
tt7569402,9.0,7,nm3997609,"nm3997609,nm0538231"
tt7572744,7.3,340,nm9381265,"nm8294126,nm8294125"
tt7575400,2.7,55,"nm1622138,nm3318206,nm5246898,nm3883952","nm4928968,nm5643041"
tt7592540,8.3,7,"nm7298736,nm3095510","nm7298736,nm3095510"
tt7604636,5.9,14,nm3168127,nm3168127
tt7606796,7.8,33,nm5639235,"nm3132434,nm5639235"
tt7606826,5.8,6,nm4833430,nm9389328
tt7610008,8.0,921,nm2754753,nm2754753
tt7620732,3.6,37,nm5410627,"nm8085446,nm9366398"
tt7628458,7.2,2218,nm9145322,"nm9145322,nm6938000,nm10316515,nm3087478,nm6725612"
tt7631320,3.6,168,nm1497680,"nm1497680,nm1151096"
tt7632870,6.5,8,nm9418363,nm9418363
tt7639236,6.7,6,nm4853510,nm4853510
tt7674116,8.9,14,nm9444721,"nm9444995,nm9444721"
tt7675596,6.7,14,nm1729183,nm3648915
tt7686386,5.0,72,nm0908352,nm0908352
tt7690670,5.0,4753,nm1962311,nm0874844
tt7693236,7.9,19,nm8529746,nm9735929
tt7708146,5.4,138,nm0356968,"nm0403313,nm0356968,nm2592020"
tt7710836,6.6,7,nm8651320,nm8651320
tt7730492,5.8,116,nm0758033,"nm1419054,nm0758033,nm0889403"
tt7748852,8.3,20,nm2042619,nm2042619
tt7752880,6.1,38,nm2679404,nm2679404
tt7762194,1.0,67,nm4371526,nm3620817
tt7766166,5.7,7,nm2988888,"nm2988888,nm1286500"
tt7770192,5.7,725,nm6249248,"nm7136817,nm7136818,nm6249248"
tt7783776,6.2,29,nm3033005,nm3964880
tt7791218,6.4,464,nm6894589,"nm1735344,nm6894589,nm6755007,nm0580795"
tt7794400,8.3,36,nm4647484,nm0236753
tt7802246,8.2,38,nm4904460,nm4904460
tt7809214,4.3,26,nm0104150,nm0104150
tt7817234,3.1,17,nm4716492,nm4716492
tt7820502,5.8,38,"nm1922735,nm0422605,nm2745760,nm0758574,nm1055105","nm2681575,nm1922735,nm0422605,nm9526265,nm2745760"
tt7822320,7.2,388,nm3797575,nm3797575
tt7827728,6.0,9,nm4263886,nm4263886
tt7848100,7.6,26,nm9541485,"nm9541487,nm9541488"
tt7868256,8.8,13,nm6458915,nm6458915
tt7882250,6.2,83,nm5627015,"nm3296910,nm5627015,nm0815761"
tt7921282,7.1,80,"nm8631915,nm7995697","nm5852866,nm2365821"
tt7928214,6.3,56,nm0256594,nm0256594
tt7929502,7.2,5,nm5043282,nm2731465
tt7948406,9.1,12,nm3845222,nm2946675
tt7955106,8.0,283,nm6581974,nm6581974
tt7963218,1.7,597,nm1714788,nm0576015
tt7971756,7.2,27,nm4464319,nm4464319
tt7976486,7.0,85,nm4378516,"nm2752054,nm1282374,nm4353173"
tt7976502,4.4,112,nm8427008,"nm8427008,nm7163663"
tt7977310,6.6,42,"nm2664000,nm2891481",nm2664000
tt7989520,8.4,5,"nm7479337,nm8251314","nm7479337,nm9603420"
tt8019076,6.1,8,nm6653738,nm6653738
tt8041618,8.1,46,"nm1071947,nm6518937,nm3211343","nm3211343,nm1071947"
tt8045100,8.5,6,nm9554391,"nm9554391,nm8229139"
tt8058904,5.9,126,nm0323886,"nm0323886,nm0755389"
tt8064342,5.5,106,nm2493103,"nm2493103,nm3550511"
tt8071724,7.0,5,nm1999181,nm1999181
tt8076344,7.3,579,nm5995018,"nm8647244,nm2147104"
tt8096198,8.7,15,nm6249929,nm6249929
tt8103460,3.1,16,nm0710794,"nm0710794,nm3327582"
tt8108198,8.5,43409,nm1437189,"nm4914249,nm10091335,nm1437189,nm9634132,nm1381758,nm1930518"
tt8108208,6.2,1420,nm2265536,nm8006178
tt8110590,7.9,7,"nm8567612,nm9463692","nm9463692,nm8567612"
tt8128672,5.5,89,nm5631462,nm5631462
tt8144954,7.3,38,"nm6037428,nm6037427,nm1424932","nm6037427,nm1424932,nm6037428"
tt8171974,6.2,180,nm1098171,"nm1928581,nm1098171"
tt8209632,5.5,24,nm0345146,"nm0345146,nm0348438,nm6030111,nm5199028,nm4509273,nm5951449,nm9791290,nm6651458,nm9711092,nm6630453,nm6713197,nm9419572,nm9440767"
tt8220332,3.8,295,nm1381358,"nm2239581,nm0060103,nm1733312"
tt8236398,6.3,144,nm2126907,nm2126907
tt8269378,6.7,176,nm4643507,"nm3519336,nm4643507"
tt8286436,7.3,7,nm0465310,nm0465310
tt8294696,9.2,22,nm9779501,nm9779501
tt8320168,8.0,6,nm9306891,nm9306891
tt8322828,6.0,193,nm5977003,nm5977003
tt8346446,6.9,183,nm2218947,nm2218947
tt8356200,6.9,14,"nm2327785,nm2198327","nm2327785,nm2198327"
tt8359842,7.7,70,nm0837839,nm0837839
tt8383694,6.1,24,nm4823096,nm9034604
tt8396232,6.6,12,nm9829518,nm9829518
tt8396486,7.5,11,nm0632970,"nm0196496,nm6118806,nm0632970"
tt8401098,7.8,13,nm2459801,nm2459801
tt8420672,2.4,70,nm0689789,nm0689789
tt8430866,8.1,68,nm2582250,nm2391816
tt8503170,6.6,23,nm4148153,nm4148153
tt8503240,7.6,11,nm7271810,"nm9882196,nm9882197"
tt8510324,5.6,975,nm2141029,nm5400247
tt8539876,9.5,6,"nm9898865,nm5466523","nm5466523,nm9907321"
tt8569390,6.3,168,nm0029242,"nm1462233,nm5674565,nm0029242"
tt8579840,5.5,27,nm1876813,"nm4253960,nm3247476"
tt8580948,8.8,33,nm9917446,nm9917446
tt8587122,6.0,278,nm7087208,nm7087208
tt8593814,9.3,50,"nm5103451,nm1419057","nm9923663,nm9923662"
tt8602902,7.8,5,nm1054659,"nm0072159,nm2450755,nm2912327,nm2794699"
tt8609374,5.1,30,nm0256384,nm0256384
tt8617648,3.8,163,nm2682682,"nm3844432,nm2682682,nm3783786"
tt8660466,5.9,8,nm5039798,nm5039798
tt8682630,8.9,23,nm7702935,nm7702935
tt8682932,5.8,5,nm0653367,nm0653367
tt8684786,5.5,22,nm7685860,"nm9964368,nm9964367,nm7685860"
tt8698560,6.5,44,nm5322992,"nm7609200,nm5322992"
tt8705364,8.5,6,nm9527132,"nm9978121,nm9527132,nm9974258"
tt8714366,7.3,15,nm2207296,nm2207296
tt8718066,7.2,20,nm1175724,"nm2171982,nm10168090"
tt8722030,1.7,28,nm9302773,nm9302773
tt8763008,5.7,254,nm0003508,"nm0003508,nm1028720"
tt8769370,5.6,5,nm7407085,nm7407085
tt8814978,6.3,22,nm3275885,nm3275885
tt8835552,7.0,143,nm2758967,nm4423307
tt8837044,5.1,152,nm0764367,nm0193153
tt8842320,6.5,19,nm10047857,"nm10047857,nm1583293"
tt8852242,7.3,45,"nm8426324,nm10052693",nm10052698
tt8857350,6.8,12,nm4927843,nm4149825
tt8883524,6.9,48,nm3012171,"nm2729893,nm4816650,nm3012171"
tt8886288,6.8,9,nm3868166,nm3868166
tt8976472,6.6,27,nm2791866,"nm3807692,nm2791866"
tt8977440,2.3,25,nm4247350,nm4247350
tt8997034,5.2,38,"nm0267945,nm0311902","nm7228477,nm0267945,nm0311902"
tt9015764,6.7,32,nm2415168,"nm10130415,nm2415168"
tt9024664,7.1,41,nm0542498,nm0542498
tt9025292,8.4,5,nm0267454,"nm0267454,nm10135331"
tt9053030,7.2,17,nm3941484,"nm3941484,nm8166889"
tt9061192,7.5,8,nm7287591,nm7287591
tt9080630,2.1,112,nm2717314,nm2717314
tt9088588,7.3,40,nm0700242,"nm4915019,nm0700242"
tt9094980,7.0,45,nm2859134,"nm10222299,nm10222298,nm2859134"
tt9115662,6.4,12,nm2492757,"nm2492757,nm9417032"
tt9118870,6.7,504,nm10186256,"nm10186257,nm10186256"
tt9130246,8.6,558,nm2061804,"nm5616219,nm2061804"
tt9141128,7.1,295,nm6607709,"nm6607709,nm10196927"
tt9159000,6.5,12,nm10204367,nm10204367
tt9190740,8.3,39,nm4179342,nm4179342
tt9249222,9.0,5,nm2083394,nm3152050
tt9310460,5.9,43,nm2106115,"nm2173401,nm0910419"
tt9356320,7.3,6,nm5168373,nm5168373
tt9363366,8.7,7,nm6613106,nm6613106
tt9447768,7.1,7,nm5770597,nm5770597
tt9529752,1.7,20,nm5292466,"nm5066853,nm5292466"
tt9562694,2.6,1509,nm1371053,"nm6188062,nm10597982,nm5703427"
tt9567548,7.8,327,nm3864795,"nm9188312,nm2466393,nm10383272"
tt9593792,6.1,39,nm10316044,"nm10396240,nm10316044"
tt9644084,5.2,5,nm0778308,"nm10419403,nm0778308"
tt9648942,6.7,403,"nm9003875,nm7666445","nm9003875,nm1907447"
tt9657946,6.0,16,nm2320629,nm2320629
tt9659470,4.5,456,nm10025721,nm10025721
tt9703880,7.5,23,nm2631077,nm2631077
tt9723084,6.7,35,nm10451183,"nm4882961,nm10451183"
tt9800694,5.4,7,nm4252571,nm4252571
tt9827784,7.7,6,nm0794048,nm0794048
tt9838372,5.7,46,nm9452546,"nm7869967,nm8001453,nm9452546"
tt9845012,8.0,10,nm0705813,"nm0705813,nm5030465"
tt9865446,8.5,32,nm10490240,nm10490240
tt0844699,9.0,5,nm2355929,"nm2355929,nm2350990"
tt0844915,7.5,56,nm0358478,"nm0249421,nm0281797,nm0358478,nm2358125"
tt0847735,4.5,15,nm1199770,nm2346340
tt0879870,5.8,77709,nm0614682,"nm0614682,nm0759022,nm2418691"
tt0892318,6.6,86137,nm0935095,"nm1433580,nm0003201"
tt0959329,5.5,11358,nm1124577,nm2548697
tt0960067,6.9,83,nm1768177,nm1768177
tt0988655,4.7,185,nm2597152,"nm2597152,nm2208876"
tt10016532,6.1,152,nm6352742,nm6352742
tt10066162,6.5,88,nm10566938,"nm10592371,nm10566938"
tt1015471,6.2,1888,nm2013046,"nm2627176,nm1841035"
tt10204316,7.6,5,nm3008388,nm3008388
tt1020982,6.6,147,nm0046337,"nm0046337,nm0004089"
tt10262346,6.3,7,nm6637512,"nm6698529,nm6637512,nm5573313"
tt10312668,8.9,2111,nm1995152,nm1995152
tt10338308,7.0,74,"nm1998547,nm1645156",nm1204869
tt1053835,6.2,348,nm2692540,nm2692540
tt1071783,4.7,64,nm1949740,nm2724994
tt1071872,7.1,33,nm0026285,nm0026285
tt1079964,5.0,576,nm1353543,nm1353543
tt1091212,6.5,338,nm2753244,"nm2753244,nm2757357"
tt1092634,6.4,8662,nm0405632,nm0024925
tt1127897,5.4,352,nm1368086,nm1368086
tt1137473,7.7,6,nm1471727,"nm1471727,nm2901194,nm2907630"
tt1183352,6.7,415,nm0140196,"nm3850676,nm0327959"
tt1193626,6.8,166,nm2944189,nm2944189
tt1201607,8.1,691835,nm0946734,"nm0460141,nm0746830"
tt1225703,6.0,453,nm0798888,"nm2994180,nm3020148,nm2005175,nm0798888"
tt1228705,7.0,657690,nm0269463,"nm0857620,nm0498278,nm1411347,nm1293367,nm0456158"
tt1230120,5.5,12,"nm2408461,nm2698026",nm2408461
tt1232775,6.4,483,"nm0072435,nm0123951","nm0009921,nm3011071"
tt1232828,5.9,50,"nm0025311,nm1115341","nm0025311,nm3010158"
tt1235430,6.3,31,nm2951216,nm2951216
tt1247673,5.1,182,nm2233394,"nm0753147,nm2233394"
tt1274639,5.5,137,nm1440668,"nm3060766,nm1440668"
tt1277373,6.2,156,nm1729121,"nm0297990,nm1733333"
tt1279105,4.1,127,nm0009302,"nm2333804,nm2596576,nm4134145"
tt1282100,6.7,9,nm1664098,"nm1664448,nm1664374,nm0372490,nm1976572,nm1664098"
tt1285240,5.6,1321,"nm3115689,nm3116106","nm3115689,nm3116106"
tt1294212,5.6,263,nm1502072,nm1502072
tt1296881,5.2,576,nm0106928,nm0106928
tt1298655,8.5,6,nm3101375,"nm3465346,nm3101375"
tt1303680,3.8,200,nm1664076,nm1664076
tt1332110,4.4,229,nm0291808,nm0291808
tt1345444,6.7,173,"nm0239725,nm0553303","nm0239725,nm0553303"
tt1345834,7.1,547,nm0945282,"nm1323078,nm0945282"
tt1352380,6.7,740,nm1077663,nm1077663
tt1363368,6.9,27,nm1429514,nm1429514
tt1365483,4.7,2397,nm2928920,nm0285210
tt1373403,2.4,148,nm1552483,nm1552483
tt1378811,2.4,246,nm2952745,nm2952745
tt1380190,5.2,240,nm0710490,"nm1272648,nm1272649"
tt1380995,5.1,208,nm2172930,"nm0673563,nm2172930"
tt1382720,5.5,250,nm0631590,"nm0716735,nm1785828"
tt1383705,5.1,660,nm1117773,nm3178994
tt1388369,5.3,74,nm2261758,"nm2261758,nm3349627,nm0323190"
tt1398028,5.1,644,nm0471461,nm0159892
tt1400502,8.6,85,nm0002916,nm0045675
tt1408029,5.1,16,nm0474837,"nm2279043,nm0474837,nm0759785"
tt1410198,4.6,313,"nm3393525,nm2862283","nm2861718,nm5348699,nm2863755,nm3095615,nm2862283"
tt1417054,6.7,112,nm0863674,nm0329645
tt1419453,8.3,23,nm0769241,"nm0714414,nm1934092,nm1935677"
tt1423953,7.3,839,nm3121940,"nm2582647,nm3648497,nm3804816,nm3804902"
tt1429445,6.2,95,nm1343471,"nm2940136,nm0200350,nm2279175"
tt1437354,5.5,438,nm0652868,"nm0036982,nm0652868,nm2266884"
tt1438214,5.0,102,nm3460403,"nm2758618,nm3460403"
tt1440161,6.3,26441,nm0975026,nm0920227
tt1450651,5.5,74,nm0829078,"nm1986932,nm0829078"
tt1453262,6.3,111,nm0401352,"nm1536531,nm0401352"
tt1458408,8.2,17,nm3490326,nm3490326
tt1458730,7.3,28,nm3070849,nm3070849
tt1460646,3.2,239,nm2429137,"nm3511737,nm3495450"
tt1483386,7.2,676,nm1420178,"nm1181159,nm1420178"
tt1486652,5.0,5,nm2408461,nm2408461
tt1489889,6.3,138872,nm1098493,"nm0054697,nm2811682,nm1098493"
tt1490785,5.8,5658,nm0008953,"nm0008953,nm1660892,nm7778699,nm7778700"
tt1491603,3.6,1388,"nm3571370,nm0414936","nm3571307,nm0297264,nm0414936,nm3578410,nm3571370"
tt1493816,2.9,30,nm2948783,"nm2948783,nm3573968"
tt1500694,4.6,121,nm0311508,nm0311508
tt1502422,6.5,332,nm0605514,"nm3595244,nm0605514,nm0000647"
tt1506998,5.7,379,nm2677942,"nm0450899,nm2677942"
tt1510926,5.9,345,nm2485488,nm2485488
tt1511354,5.6,39,nm0596625,nm0596625
tt1515941,8.1,36,nm3625697,nm3625697
tt1517260,5.9,105633,nm0629272,"nm0629272,nm2769412"
tt1517506,5.2,497,nm1410989,"nm2712041,nm1014655"
tt1519640,6.1,785,"nm0796102,nm0151135","nm0151135,nm4356327"
tt1520956,4.5,1420,nm0544279,nm3636437
tt1521223,6.9,457,nm0031967,"nm3666580,nm0031967"
tt1526284,5.6,3793,nm1195585,nm1195585
tt1529292,6.4,554,nm0047047,"nm3949942,nm0510789,nm4026207"
tt1533749,6.9,17777,nm0150802,"nm0950701,nm2031176,nm4567251,nm0150965,nm0848826"
tt1534834,8.2,10,nm2595412,nm2595412
tt1539146,6.3,21,"nm3117546,nm3669152,nm2801997",nm3669152
tt1540995,7.2,17,"nm3487720,nm2358966,nm1578193","nm2358966,nm3680565"
tt1543004,6.2,405,nm0012337,nm0012337
tt1544589,8.0,8,nm1271243,"nm1271243,nm1922880"
tt1546401,5.1,26,nm0588110,nm0588110
tt1550902,7.0,600,nm1154192,nm1154192
tt1555440,6.4,1097,nm0464934,nm1286340
tt1563127,7.2,27,nm3741126,nm3741126
tt1563712,6.5,41,nm0384089,nm0035516
tt1565064,7.7,771,nm0191920,nm0191920
tt1566501,6.6,4202,nm0942331,nm0522383
tt1567127,5.5,182,nm1814880,"nm1286764,nm0895370"
tt1567611,7.1,27,nm1019186,nm1019186
tt1570103,7.4,18,nm2898884,"nm2898884,nm3752312"
tt1572169,5.3,43,nm0410635,nm0410635
tt1572501,5.8,502,nm1061993,nm1061993
tt1572769,6.9,2070,nm1013671,nm1013671
tt1578709,4.3,323,nm3748034,nm2072608
tt1579391,6.5,19,"nm3117334,nm0962995","nm3117334,nm0962995,nm3749397"
tt1582482,5.9,11,nm0004466,nm5864295
tt1583279,7.2,22,nm2036454,nm2036454
tt1585660,6.7,23,nm3232473,nm3232473
tt1586001,7.2,5969,nm0515101,nm0515101
tt1586516,7.5,67,nm0314733,nm0314733
tt1587220,6.4,18,nm1637776,nm1637776
tt1590193,6.3,83114,nm1429471,"nm2068778,nm2071379,nm0257513"
tt1590231,7.8,9,nm2704044,nm2704044
tt1590970,6.4,159,nm1232567,"nm1232567,nm0592734"
tt1591123,5.5,217,nm0169621,nm0169621
tt1592583,4.2,38,nm3784306,nm3784306
tt1594537,4.9,11,nm3774833,nm3774833
tt1595366,7.6,4895,nm2979103,"nm2948393,nm3286715,nm3136748"
tt1595633,7.4,13,nm3791091,nm3791091
tt1596771,5.8,144,nm0524519,"nm3466367,nm1445806,nm0524519"
tt1597725,6.1,357,nm1224330,nm1224330
tt1599296,6.2,2188,nm0028220,"nm0028220,nm0954209"
tt1601913,6.8,228798,nm0138620,"nm0138620,nm2259451"
tt1603362,8.4,2058,nm2559488,nm2559488
tt1603933,4.2,689,nm0644688,nm0644688
tt1605777,5.4,5581,nm0667734,"nm0448006,nm0667734"
tt1607562,7.8,24,nm0097468,nm0097468
tt1608285,6.3,478,nm0653056,"nm0653056,nm3373248,nm3154762"
tt1608777,7.1,4795,nm1962313,"nm1962313,nm2885983"
tt1609159,6.9,2015,nm0073888,"nm0593222,nm0073888"
tt1609168,8.0,4287,nm1069826,nm1069826
tt1611224,5.9,142853,nm0067457,nm0334381
tt1611907,4.5,204,nm0939147,nm0939147
tt1612305,6.7,89,nm3162105,nm3162105
tt1612317,8.3,398,nm3462228,"nm3462228,nm0262186"
tt1612610,8.5,32,nm2737097,nm1771584
tt1613032,5.6,25,nm1143938,nm1143938
tt1613046,3.1,102,nm0808606,nm0808606
tt1615028,8.1,7,nm0217779,nm0217779
tt1616543,7.2,1104,nm0694023,"nm0001385,nm0006047"
tt1618442,6.0,86118,nm0252135,"nm2309430,nm1948885,nm2332952"
tt1619826,8.5,11,"nm3298720,nm2513694",nm3738944
tt1621896,8.1,10,nm2659438,nm2659438
tt1622991,2.8,1028,nm0161870,"nm0161870,nm1234152"
tt1623280,6.7,206,nm1680461,"nm0217831,nm2762030"
tt1624385,3.4,355,nm0052442,nm0052442
tt1633224,6.2,443,nm2482069,nm3266379
tt1633281,8.4,17,nm1228086,nm1228086
tt1637718,6.2,10,nm1194320,"nm0155027,nm1194320"
tt1638364,7.3,6850,nm0316795,nm0316795
tt1640617,5.0,39,nm1767178,"nm2385862,nm1767178"
tt1644655,6.0,360,nm0586281,"nm1113319,nm0881576"
tt1645157,5.1,9,nm2373439,"nm2373439,nm2007248"
tt1646127,6.4,971,nm1257259,nm1257259
tt1646961,7.7,73,nm2325864,nm2325864
tt1646962,6.2,280,nm0409646,nm0409646
tt1646981,5.9,363,nm0341722,nm0341722
tt1647360,5.1,9,nm3901205,nm3901205
tt1648112,6.4,13864,"nm1473091,nm1475794","nm1473091,nm1475794"
tt1651072,5.3,7,"nm2995040,nm3235590","nm3235590,nm2995040"
tt1652337,7.3,7,nm2042718,nm2042718
tt1654523,6.8,16694,nm0000806,"nm0490417,nm0380777,nm1453358"
tt1655431,6.5,23,nm0442823,nm0774927
tt1657303,5.3,6,nm3924975,"nm3916724,nm3917226"
tt1657400,6.1,14,nm2538739,nm1907447
tt1657422,5.9,19,nm2678073,nm2678073
tt1659187,7.1,21,nm0655457,nm0692162
tt1659216,3.4,3804,nm0847749,"nm1308829,nm0847749,nm2828434"
tt1660379,6.7,5559,nm0094274,nm0094274
tt1661219,7.2,13,nm1136532,nm1136532
tt1662293,4.4,4604,nm1913201,nm3073696
tt1662546,6.4,50,nm0003332,nm10068721
tt1663145,7.1,217,nm0024930,"nm4246539,nm0812228"
tt1663655,4.0,4567,"nm1603397,nm0324521","nm1052791,nm1872664"
tt1663691,6.3,11,nm0533125,nm0533125
tt1664814,7.4,1104,nm0008150,nm0008150
tt1665722,7.4,43,nm2308781,nm2308781
tt1666329,5.5,21,nm0291771,nm1920832
tt1666538,4.8,31,nm3503582,nm3503582
tt1666700,5.4,674,nm1504996,nm2417183
tt1666710,5.5,28,nm3932585,"nm3932905,nm3932585"
tt1667141,6.5,61,nm3942948,"nm3942948,nm3902558"
tt1667145,4.5,192,"nm3938501,nm2105666","nm2105666,nm3938501"
tt1667156,6.2,296,nm3931605,nm3931605
tt1669706,5.0,9,nm3937438,nm3941547
tt1671465,6.2,454,nm0218531,nm0218531
tt1672133,4.0,95,nm2700428,"nm3628762,nm2700428"
tt1672214,7.4,1199,nm0848992,"nm3951148,nm0848992,nm2100757"
tt1673645,5.8,79,nm0507334,nm0507334
tt1674217,6.7,13,nm3957511,nm3957511
tt1674692,5.1,264,nm0862935,"nm0507334,nm0862935"
tt1675167,7.3,19,nm0837608,nm0837608
tt1677514,4.2,30,nm3957306,nm3957306
tt1677677,6.1,12,nm3240214,nm3958613
tt1679595,6.5,329,nm0058401,"nm0058401,nm1771591"
tt1680089,5.5,1328,nm0110292,"nm0110292,nm0551431,nm0116511,nm4289540"
tt1682949,6.7,524,nm0994322,nm0994322
tt1686030,6.2,18,nm1515431,nm1515431
tt1691329,6.2,26,nm3987635,"nm3987635,nm3985530,nm2289791"
tt1691924,2.9,155,nm0658140,nm0658140
tt1692254,6.4,8,nm3987051,nm3987051
tt1693039,6.3,224,nm0195039,"nm0084225,nm0172830,nm0195039,nm0547852"
tt1693679,3.4,1714,nm1330949,nm1330949
tt1694115,6.7,48,nm2665816,"nm3107990,nm0541239"
tt1696494,6.8,20,nm3429301,"nm3429301,nm4001505"
tt1698537,6.1,14,nm0482774,"nm0498080,nm0482774,nm1761140"
tt1698656,3.9,135,nm2408844,"nm1628266,nm4003272,nm2408844"
tt1699222,7.6,68,nm0874595,"nm0284369,nm0535049,nm0874595"
tt1702622,7.0,31,"nm1043031,nm0193127",nm1043031
tt1704201,2.2,622,nm1414783,nm4013642
tt1705787,5.6,31,nm2904094,nm3024689
tt1706317,3.9,1951,nm0698184,"nm0080327,nm2336554"
tt1706670,6.3,38,nm0736643,"nm4021396,nm0736643,nm1005082"
tt1709143,5.5,33137,nm1099711,"nm3773893,nm0206092"
tt1711428,4.8,93,nm1459020,nm4041073
tt1711522,5.2,1052,nm0771593,nm0380823
tt1714208,6.0,20046,nm1031246,"nm1626482,nm1031246"
tt1714885,7.3,15,nm0274143,"nm2380536,nm0274143,nm4044602"
tt1714920,5.0,259,nm0205779,"nm0466614,nm0505741,nm0792092"
tt1715336,6.5,19733,nm1085270,"nm4055030,nm4050555"
tt1719052,6.8,32,nm1761288,nm1761288
tt1719490,7.8,30,nm0022422,"nm4060259,nm1142712"
tt1720267,4.2,185,nm4060968,"nm2318036,nm0263727,nm4062655"
tt1720280,6.0,73,nm1985938,"nm1985938,nm2422422,nm2832013,nm4062434"
tt1725047,6.3,38,nm1738420,nm1738420
tt1728640,7.1,7,nm0526868,nm0526868
tt1731697,5.1,25089,nm0957772,nm0957772
tt1732177,6.4,18,"nm0406451,nm0406453","nm0406451,nm0406453"
tt1733536,6.5,145,nm2213552,nm2213552
tt1734105,6.6,5,nm2300133,nm2300133
tt1737071,6.1,11,nm6184600,nm6184600
tt1737156,6.2,425,nm3354020,nm3370087
tt1737768,6.9,45,nm0074918,nm0074918
tt1737795,3.4,247,nm0233078,nm1709394
tt1740053,5.0,1795,nm0308042,"nm0158967,nm2068796,nm0308042"
tt1740798,5.2,265,nm0308974,nm0308974
tt1742184,8.2,27,nm2406808,nm2406808
tt1745649,7.5,92,nm3167229,nm3167229
tt1753535,3.6,74,nm0625896,"nm0856493,nm4138016,nm1132203"
tt1753666,7.5,82,"nm3174627,nm2054814","nm3174627,nm2054814"
tt1753868,3.6,5,"nm3814668,nm3817554",nm3817554
tt1753881,7.0,62,nm1701165,nm1701165
tt1754455,6.5,320,nm2613084,nm2344327
tt1754780,8.7,10,"nm1813063,nm1745298","nm1813063,nm1745298"
tt1754787,5.4,367,nm1234013,"nm4685731,nm0797777"
tt1756659,6.5,33,nm1420083,nm1420083
tt1756708,7.4,77,nm0251753,"nm4146014,nm4146491,nm4146494"
tt1756823,5.9,45,nm3135852,"nm4093483,nm3135852"
tt1757912,5.7,507,nm1086937,nm1086937
tt1758607,7.5,13,nm3687009,nm3687009
tt1760947,3.1,92,"nm0704390,nm0704398","nm0704390,nm0704398"
tt1760967,7.1,9701,nm2304008,nm2304008
tt1764315,7.0,20,nm1944713,"nm1074183,nm3584298,nm1944713,nm4654016"
tt1764547,2.3,308,nm2090292,"nm2090292,nm4158799"
tt1766203,6.8,76,nm1958351,nm1958351
tt1769305,7.3,65,nm0784805,"nm1227396,nm0784805"
tt1772317,6.8,88,nm3488692,nm3488692
tt1772845,6.7,245,nm1629105,nm1760953
tt1773426,7.9,21,"nm4174600,nm4172228,nm4173145,nm4171142,nm4170905","nm4173145,nm0096566,nm4174600,nm4174480,nm4175204,nm4172228,nm4171142,nm1175182,nm4173749,nm4170905"
tt1774326,8.5,36,nm4176225,nm4176225
tt1774473,6.0,6,nm4177377,"nm4146627,nm4177377,nm4175678"
tt1774531,6.6,219,nm1622258,"nm4252259,nm1622258,nm4252230"
tt1774562,4.1,22,nm2682682,"nm4177171,nm4177278"
tt1776798,7.1,56,nm1109731,nm1109731
tt1776844,4.5,6,"nm2743801,nm3470323","nm2743801,nm3470323"
tt1777587,6.2,6,nm4182581,nm4182581
tt1777590,7.3,7,nm4182891,"nm2816444,nm3280561"
tt1777595,6.6,1739,nm0933604,"nm0175813,nm0933604"
tt1778858,7.2,8,nm1383448,nm1383448
tt1778918,4.8,192,nm2398604,nm3265375
tt1779356,6.0,5,nm3321387,nm3321387
tt1780790,3.7,114,nm2852166,nm2852166
tt1781755,5.3,443,nm1311405,"nm4200380,nm4191627,nm0623057,nm4191194"
tt1783305,6.4,45,nm1660402,nm1660402
tt1784365,4.4,142,"nm4199318,nm3705051","nm3705051,nm4199318"
tt1784486,4.2,84,nm0920811,"nm0834529,nm0920811"
tt1784490,4.4,109,nm1126474,nm2809528
tt1784522,6.0,8,nm0815738,"nm4198094,nm4197871,nm0815738"
tt1784654,7.4,31,nm4199046,nm4199046
tt1785289,6.6,5,nm2116738,nm2116738
tt1785344,6.7,22,nm0817458,"nm1172526,nm0817458"
tt1787636,2.0,156,nm0415859,nm0415859
tt1787759,4.7,6996,nm1347153,nm1347153
tt1790807,6.0,20,nm0605748,"nm0204156,nm0605748"
tt1791587,4.7,6,nm1065796,nm1065796
tt1795588,3.4,115,nm2787860,nm2787860
tt1796439,4.0,5,nm0183117,"nm0183117,nm1520120"
tt1797498,4.5,40,"nm1766134,nm2752378","nm2752378,nm1766134"
tt1797504,7.0,12594,nm2692858,"nm0595062,nm0757749"
tt1798085,6.0,361,nm0994402,"nm0994402,nm1618201"
tt1801038,7.5,65,nm0476620,nm0476620
tt1801098,5.4,175,nm1126847,"nm5538863,nm3370087"
tt1802806,7.0,172,nm4238438,nm4238438
tt1803190,8.5,10,"nm4238889,nm3972435",nm4238889
tt1804528,6.8,48,nm0535351,nm2103727
tt1808339,6.2,3911,nm0563814,nm1520937
tt1810861,5.6,213,nm1274163,"nm0498066,nm1274163,nm1340266"
tt1811313,5.2,9,nm1384445,nm1384445
tt1813225,4.0,140,nm1367479,"nm1367479,nm0543537,nm3488838"
tt1814797,6.3,827,nm2356507,"nm2356507,nm6580663"
tt1814842,7.9,18,nm3160550,"nm3160550,nm3648839"
